,City Name,Date,Long,Lat,Temp,Humid,Wind,clouds,Country
374,Pointe Michel,1608350762,-61.38,15.25,78.24,78,11.07,17,DM
375,Tessalit,1608350762,1.01,20.2,61.39,29,5.66,0,ML
376,Yarim,1608350762,44.38,14.3,48.78,75,1.36,62,YE
377,Yulara,1608350762,130.99,-25.24,98.6,22,12.75,1,AU
378,Onda,1608350763,-0.25,39.97,46.99,88,3.65,50,ES
379,Okhotsk,1608350763,143.3,59.38,-18.53,82,18.34,5,RU
380,Mabaruma,1608350763,-59.78,8.2,73.98,97,2.17,96,GY
381,Ţahţā,1608350763,31.5,26.77,50.0,76,4.7,0,EG
382,Aleysk,1608350764,82.78,52.49,20.12,89,22.3,100,RU
383,Vestmannaeyjar,1608350765,-20.27,63.44,40.6,73,5.39,100,IS
384,Kinshasa,1608350543,15.32,-4.32,71.6,100,2.24,40,CD
385,Constitución,1608350765,-72.42,-35.33,52.59,90,4.12,15,CL
386,Armidale,1608350741,151.65,-30.52,73.0,75,7.0,55,AU
387,Kudahuvadhoo,1608350765,72.89,2.67,83.05,74,10.36,40,MV
388,Jirlău,1608350765,27.17,45.17,33.91,89,0.49,0,RO
389,Semnan,1608350765,53.4,35.57,41.99,66,1.34,100,IR
390,Kwang Binh,1608350765,106.6,17.48,58.08,80,15.97,100,VN
391,Blagoyevo,1608350766,47.92,63.37,3.94,93,5.59,4,RU
392,Strezhevoy,1608350766,77.59,60.73,-14.8,83,6.71,0,RU
393,Coffs Harbour,1608350530,153.13,-30.3,78.8,78,13.87,90,AU
394,Provideniya,1608350766,-173.3,64.38,4.53,90,17.27,98,RU
395,Jiuquan,1608350766,98.52,39.74,21.88,77,1.07,2,CN
396,Nanhai,1608350766,111.78,30.13,45.0,47,10.51,38,CN
397,Hailar,1608350766,119.7,49.2,1.02,88,9.62,9,CN
398,Asău,1608350767,26.4,46.43,37.99,93,2.24,90,RO
399,Upernavik,1608350767,-56.15,72.79,6.6,94,13.2,100,GL
400,Sitka,1608350648,-135.33,57.05,42.8,75,13.87,90,US
401,Belmonte,1608350767,-38.88,-15.86,77.0,83,4.7,40,BR
402,Mwinilunga,1608350767,24.43,-11.74,62.62,97,6.08,100,ZM
403,Fort Nelson,1608350767,-122.7,58.81,-13.0,69,2.24,90,CA
404,Bay Roberts,1608350768,-53.26,47.6,35.01,94,16.11,90,CA
405,Fare,1608350768,-151.02,-16.7,80.49,73,9.31,99,PF
406,Usogorsk,1608350768,48.69,63.41,4.46,93,5.91,7,RU
407,Lalín,1608350768,-8.12,42.72,54.0,93,5.82,40,ES
408,Aljezur,1608350768,-8.8,37.32,55.99,100,5.01,100,PT
409,Salalah,1608350768,54.09,17.02,71.6,78,4.7,20,OM
410,São Gabriel da Cachoeira,1608350768,-67.09,-0.13,73.18,97,1.28,90,BR
411,Muhafazat Lahij,1608350768,44.58,13.17,71.71,81,5.3,89,YE
412,Lalibela,1608350768,39.03,12.03,48.29,52,1.79,2,ET
413,Bataiporã,1608350768,-53.27,-22.3,75.4,82,5.7,0,BR
414,Say,1608350768,2.37,13.1,71.6,30,1.12,0,NE
415,Thinadhoo,1608350768,72.93,0.53,82.51,67,2.15,89,MV
416,Maragheh,1608350769,46.24,37.39,28.4,79,6.93,0,IR
417,Tanhaçu,1608350769,-41.25,-14.02,70.0,87,2.93,78,BR
418,Shubarshi,1608350769,57.19,48.59,15.84,97,9.44,85,KZ
419,Inuvik,1608350769,-133.72,68.35,-27.4,67,1.12,100,CA
420,Bereda,1608350769,-7.54,43.27,50.0,100,5.99,92,ES
421,Ust'-Kulom,1608350769,53.69,61.69,-0.54,92,4.85,0,RU
422,Vostok,1608350769,135.88,46.49,-9.65,88,8.95,100,RU
423,Rockland,1608350769,-74.05,41.17,19.0,84,4.41,0,US
424,Hamadan,1608350769,48.51,34.8,30.31,96,5.95,100,IR
425,Jaqué,1608350769,-78.17,7.52,78.01,84,7.87,54,PA
426,Opuwo,1608350769,13.84,-18.06,65.26,46,3.6,19,NA
427,Merauke,1608350770,140.33,-8.47,88.57,63,4.47,100,ID
428,Palauig,1608350770,119.9,15.44,77.94,79,2.42,100,PH
429,Luebo,1608350770,21.42,-5.35,68.09,97,1.95,74,CD
430,San Quintín,1608350770,-115.95,30.48,57.61,68,2.24,0,MX
431,Komotini,1608350770,25.4,41.12,39.99,85,1.01,85,GR
432,Yurga,1608350770,84.89,55.72,17.49,96,19.13,100,RU
433,Port Moresby,1608350770,147.18,-9.44,91.4,59,17.22,40,PG
434,Emmen,1608350758,6.91,52.78,41.0,93,3.36,62,NL
435,Hofn,1608350770,-15.21,64.25,41.25,75,9.91,100,IS
436,Novikovo,1608350770,37.89,51.15,29.97,99,4.65,100,RU
437,Goundam,1608350771,-3.67,16.41,69.04,24,9.48,23,ML
438,Sobolevo,1608350771,31.9,54.43,34.11,98,7.38,100,RU
439,Lázaro Cárdenas,1608350771,-102.2,17.96,74.43,64,4.72,57,MX
440,Muriaé,1608350771,-42.37,-21.13,72.5,89,2.48,100,BR
441,Fountain,1608350631,-104.7,38.68,30.2,68,6.93,1,US
442,Victoria Point,1608350771,153.3,-27.58,84.99,65,4.0,25,AU
443,Totness,1608350771,-56.32,5.88,77.11,89,10.02,96,SR
444,Havelock,1608350671,-76.9,34.88,36.0,80,5.75,1,US
445,Kemijärvi,1608350771,27.43,66.71,18.79,97,4.9,86,FI
446,Laramie,1608350771,-105.59,41.31,23.0,78,9.17,20,US
447,Malakal,1608350771,31.66,9.53,69.22,29,6.96,43,SS
448,Camaná,1608350772,-72.71,-16.62,67.08,80,7.2,56,PE
449,Walvis Bay,1608350772,14.51,-22.96,63.0,87,1.12,24,NA
450,Namatanai,1608350772,152.43,-3.67,84.72,71,8.05,12,PG
451,Ponta Delgada,1608350526,-25.67,37.73,60.8,82,12.75,75,PT
452,Chipinge,1608350772,32.62,-20.19,65.19,100,6.11,100,ZW
453,Beloha,1608350772,45.05,-25.17,77.83,78,6.64,93,MG
454,Valleyview,1608350773,-117.29,55.07,26.6,92,17.22,100,CA
455,Champerico,1608350773,-91.92,14.3,66.99,94,3.96,4,GT
456,Katherine,1608350773,132.27,-14.47,89.6,62,14.99,75,AU
457,Bom Jesus do Galho,1608350773,-42.32,-19.83,69.08,95,3.06,100,BR
458,Aasiaat,1608350773,-52.87,68.71,13.5,95,5.03,99,GL
459,Isangel,1608350773,169.27,-19.55,82.4,65,5.82,75,VU
460,Nieuw Amsterdam,1608350774,-55.08,5.88,75.99,92,8.57,99,SR
461,Batagay-Alyta,1608350774,130.41,67.8,-27.4,84,0.65,98,RU
462,Nan,1608350774,100.67,18.83,75.2,69,2.24,0,TH
463,Hervey Bay,1608350774,152.85,-25.3,88.0,55,11.41,40,AU
464,Atambua,1608350774,124.89,-9.11,79.63,81,9.51,94,ID
465,Palmeira das Missões,1608350774,-53.31,-27.9,70.27,85,8.01,0,BR
466,Dhidhdhoo,1608350774,73.1,6.88,82.9,73,9.48,100,MV
467,Chara,1608350774,118.26,56.91,-7.4,81,1.16,71,RU
468,Alice Springs,1608350600,133.88,-23.7,98.6,20,11.41,8,AU
469,Ranchpar,1608350775,44.37,40.03,24.8,92,1.21,1,AM
470,Kurikka,1608350775,22.42,62.62,35.01,100,3.36,90,FI
471,Havre-St-Pierre,1608350775,-63.6,50.23,14.0,72,5.82,1,CA
472,San Juan,1608350775,-68.54,-31.54,68.9,48,16.62,2,AR
473,Berezovyy,1608350775,135.7,51.67,-1.79,79,2.62,0,RU
474,Hualmay,1608350775,-77.61,-11.1,67.39,84,7.14,100,PE
475,Yeppoon,1608350775,150.73,-23.13,91.4,46,8.05,75,AU
476,Boa Vista,1608350758,-60.67,2.82,78.8,74,9.17,0,BR
477,Marang,1608350775,103.21,5.21,73.4,100,5.82,40,MY
478,Mīnāb,1608350775,57.08,27.15,57.2,82,4.7,44,IR
479,Gobabis,1608350776,18.97,-22.45,68.0,72,1.12,100,NA
480,Buala,1608350776,159.59,-8.14,82.0,78,6.89,100,SB
481,Homer,1608350776,-151.55,59.64,28.4,74,4.7,90,US
482,Barra Patuca,1608350776,-84.28,15.8,77.65,80,11.41,24,HN
483,Åmot,1608350776,7.99,59.57,37.99,88,4.72,100,NO
484,Pangkalanbuun,1608350776,111.62,-2.68,85.51,71,7.34,100,ID
485,Crixás,1608350776,-49.97,-14.55,75.25,63,4.12,84,BR
486,Klaksvík,1608350641,-6.59,62.23,44.6,93,18.34,5,FO
487,Bereket,1608350776,55.52,39.24,38.89,79,2.64,73,TM
488,Mount Isa,1608350776,139.5,-20.73,100.4,25,6.93,40,AU
489,Lingao,1608350777,109.69,19.91,60.48,62,12.46,97,CN
490,Calvinia,1608350777,19.78,-31.47,65.93,53,4.38,0,ZA
491,Pizarro,1608350777,-77.37,4.95,75.63,87,4.14,93,CO
492,Tabou,1608350777,-7.35,4.42,77.61,84,5.41,95,CI
493,Naantali,1608350777,22.02,60.47,37.99,93,4.7,90,FI
494,Buraidah,1608350778,43.98,26.33,55.4,82,10.29,75,SA
495,Hirara,1608350778,125.28,24.8,68.0,82,21.92,75,JP
496,Bergen,1608350778,5.33,60.39,51.01,93,34.45,75,NO
497,Bundaberg,1608350719,152.35,-24.85,88.0,55,11.41,40,AU
498,Calama,1608350778,-68.93,-22.47,53.6,32,4.7,0,CL
499,Lata,1608350778,-8.33,40.16,55.99,93,4.0,93,PT
500,Muscle Shoals,1608350778,-87.67,34.74,37.0,69,4.88,1,US
501,Ulladulla,1608350778,150.47,-35.35,64.4,72,6.93,90,AU
502,Mandurah,1608350779,115.7,-32.55,91.0,24,5.82,0,AU
503,Panguna,1608350779,155.48,-6.32,77.81,88,1.79,39,PG
504,Paraíso,1608350779,-83.87,9.84,66.2,68,6.93,20,CR
505,El Alto,1608350779,-81.21,-4.27,67.57,84,13.67,81,PE
506,Plastun,1608350779,136.29,44.76,5.4,74,15.57,1,RU
507,Tavda,1608350779,65.27,58.04,2.66,93,6.38,64,RU
508,Tazovsky,1608350779,78.7,67.47,-27.49,85,14.29,100,RU
509,Tarko-Sale,1608350779,77.78,64.92,-17.0,79,14.03,98,RU
510,Dutse,1608350779,9.34,11.76,60.98,35,4.65,0,NG
511,Callaway,1608350779,-85.57,30.15,44.6,65,9.17,1,US
512,Mutsu,1608350779,141.22,41.29,23.0,67,5.82,75,JP
513,Oktyabr'skoye,1608350780,44.74,43.06,33.8,86,6.71,22,RU
514,Saint George,1608350780,-113.58,37.1,42.8,38,6.93,1,US
515,Samarai,1608350780,150.67,-10.62,84.02,70,6.98,60,PG
516,Camacha,1608350575,-16.33,33.08,62.6,82,5.82,20,PT
517,Lewiston,1608350520,-70.21,44.1,16.0,85,3.67,1,US
518,Crişan,1608350780,29.47,44.97,37.4,86,8.05,0,RO
519,Egvekinot,1608350780,-179.17,66.32,-4.56,88,18.72,44,RU
520,Gmina Śrem,1608350780,17.02,52.09,32.0,100,6.93,90,PL
521,Barcelos,1608350780,-8.62,41.54,55.4,100,8.05,75,PT
522,Yanam,1608350690,82.22,16.73,78.8,78,8.05,54,IN
523,Biltine,1608350780,20.92,14.53,60.35,33,12.06,0,TD
524,Florianópolis,1608350780,-48.5,-27.61,77.0,83,4.7,75,BR
525,Monteagudo,1608350781,-63.98,-19.82,67.05,84,1.34,74,BO
526,Poum,1608350781,164.02,-20.23,79.56,68,5.86,76,NC
527,Nantucket,1608350781,-70.1,41.28,35.6,69,16.11,90,US
528,Kargasok,1608350781,80.86,59.06,11.19,95,11.88,94,RU
529,Teknāf,1608350781,92.31,20.86,73.18,50,9.71,0,BD
530,Katangli,1608350781,143.23,51.71,1.53,85,19.84,100,RU
531,Morogoro,1608350781,37.67,-6.82,69.8,94,1.19,20,TZ
532,Fort Smith,1608350677,-94.4,35.39,48.2,57,4.7,75,US
533,Chumphon,1608350781,98.83,10.33,82.4,78,4.7,75,TH
534,Betioky,1608350782,44.38,-23.72,80.46,45,2.01,73,MG
535,Mocuba,1608350782,36.99,-16.84,75.49,86,2.42,100,MZ
536,Tommot,1608350782,126.29,58.96,-8.19,87,2.59,100,RU
537,Ngora,1608350782,33.78,1.43,63.75,90,4.36,7,UG
538,Padrauna,1608350782,83.98,26.9,58.15,36,3.51,0,IN
539,Osakarovka,1608350782,72.57,50.56,11.21,89,13.35,100,KZ
540,Formosa do Rio Preto,1608350782,-45.19,-11.05,75.0,64,1.39,95,BR
541,Lusambo,1608350782,23.45,-4.97,69.22,97,0.56,98,CD
542,Iguaí,1608350782,-40.09,-14.76,68.72,93,1.74,32,BR
543,Paka,1608350782,103.44,4.64,77.0,88,6.93,40,MY
544,Santa Maria,1608350782,-53.81,-29.68,77.0,78,9.17,0,BR
545,Sinnamary,1608350783,-52.95,5.38,78.28,86,10.58,95,GF
546,Korsholm,1608350783,21.68,63.11,32.0,98,3.36,90,FI
547,Methóni,1608350783,21.7,36.82,55.0,93,3.24,20,GR
548,Yakeshi,1608350783,120.73,49.28,-5.06,88,7.87,29,CN
549,Beyneu,1608350783,55.2,45.32,25.54,98,11.92,96,KZ
550,Acheng,1608350783,126.98,45.55,3.2,65,8.95,0,CN
551,Keningau,1608350783,116.16,5.34,86.0,74,9.17,20,MY
552,Dali,1608350783,100.18,25.7,55.31,40,4.41,4,CN
553,Tak Bai,1608350783,102.05,6.26,77.0,94,4.7,40,TH
554,Guangzhou,1608350569,113.25,23.12,53.6,50,17.9,75,CN
555,Seminole,1608350783,-81.21,28.71,48.99,97,1.01,2,US
556,Metaxades,1608350784,26.23,41.42,36.73,84,2.51,26,GR
557,Springbok,1608350784,17.89,-29.66,56.48,69,2.59,0,ZA
558,Balyqshy,1608350784,51.87,47.07,28.4,100,8.95,40,KZ
559,Auki,1608350784,160.7,-8.77,84.34,73,7.05,60,SB
560,Vila Franca do Campo,1608350784,-25.43,37.72,60.8,82,12.75,75,PT
561,Gannan,1608350784,123.5,47.91,10.47,66,9.6,0,CN
562,Richards Bay,1608350784,32.04,-28.78,72.18,87,8.68,3,ZA
563,Mayskiy,1608350784,40.1,47.69,30.2,86,4.47,75,RU
564,Santarém,1608350513,-54.71,-2.44,77.0,94,3.36,0,BR
565,Sabang,1608350785,95.32,5.89,81.5,78,25.43,88,ID
566,Baião,1608350785,-49.67,-2.79,73.62,95,2.06,62,BR
567,Rock Sound,1608350785,-76.2,24.9,72.25,77,20.85,85,BS
568,Tūkrah,1608350785,20.58,32.53,56.95,77,6.89,16,LY
569,Antalaha,1608350785,50.28,-14.9,78.39,70,5.19,50,MG
570,Cedar City,1608350571,-113.06,37.68,26.6,68,2.62,1,US
571,Verkhoyansk,1608350785,133.38,67.54,-31.63,81,1.99,97,RU
572,Santa Vitória do Palmar,1608350785,-53.37,-33.52,68.92,81,10.71,16,BR
573,Rodino,1608350785,80.25,52.5,15.93,92,18.23,100,RU
574,Kawambwa,1608350785,29.08,-9.79,61.03,100,2.71,99,ZM
575,Waingapu,1608350786,120.26,-9.66,86.67,67,10.8,100,ID
576,Gloucester,1608350786,-2.24,51.87,52.0,88,30.0,100,GB
577,Mana,1608350786,-53.78,5.66,77.68,87,8.93,100,GF
578,Lagoa,1608350786,-27.98,39.05,60.08,76,9.19,73,PT
579,Makakilo City,1608350784,-158.09,21.35,80.6,57,11.41,20,US
580,Potosí,1608350787,-65.75,-19.58,51.44,63,5.48,100,BO
581,Erzin,1608350787,36.2,36.96,50.0,72,14.0,7,TR
582,Volosovo,1608350787,29.48,59.43,33.8,99,2.24,90,RU
583,Qiongshan,1608350642,110.35,20.01,59.0,77,11.18,75,CN
584,Husavik,1608350787,-17.34,66.04,33.8,86,20.8,100,IS
585,Örnsköldsvik,1608350787,18.72,63.29,32.0,95,4.7,90,SE
586,Sibolga,1608350787,98.78,1.74,82.89,67,3.31,99,ID
587,Lüderitz,1608350787,15.16,-26.65,59.0,87,3.36,0,NA
588,Inhambane,1608350787,35.38,-23.86,73.4,94,10.76,75,MZ
589,Ürümqi,1608350788,87.6,43.8,-2.2,84,2.24,0,CN
590,Innisfail,1608350788,146.03,-17.53,86.0,54,3.0,28,AU
591,Awjilah,1608350788,21.29,29.11,52.39,83,7.76,45,LY
592,Tecolutla,1608350788,-97.02,20.48,69.84,90,2.77,97,MX
593,Kirillov,1608350788,38.38,59.86,21.2,79,4.47,90,RU
594,Celestún,1608350788,-90.4,20.87,72.54,83,13.82,0,MX
595,Abu Dhabi,1608350748,54.37,24.47,64.4,72,4.7,0,AE
596,Saint-Leu,1608350788,55.28,-21.15,82.4,65,1.12,0,RE
597,Hue,1608350789,107.6,16.47,64.4,93,13.87,75,VN
598,Uruçuí,1608350789,-44.56,-7.23,74.79,83,1.34,34,BR
599,Coquimbo,1608350789,-71.34,-29.95,57.2,76,4.7,0,CL
600,Isla Mujeres,1608350789,-86.73,21.23,77.0,73,10.29,40,MX
601,Cam Ranh,1608350789,109.16,11.92,78.8,83,25.28,75,VN
602,Ceres,1608350789,-120.96,37.59,46.4,87,3.36,1,US
603,Oriximiná,1608350789,-55.87,-1.77,75.4,92,2.71,100,BR
604,Sergeevka,1608350789,67.42,53.88,16.86,97,1.36,100,KZ
605,Hanchuan,1608350790,113.77,30.65,42.8,41,8.95,0,CN
606,Arrondissement de Langres,1608350790,5.33,47.83,39.2,100,11.97,90,FR
607,Telfs,1608350790,11.07,47.3,30.99,92,1.12,0,AT
608,Severodvinsk,1608350790,39.83,64.56,1.4,84,8.95,75,RU
609,Soyo,1608350790,12.37,-6.13,76.5,87,6.22,100,AO
610,Pacific Grove,1608350790,-121.92,36.62,51.8,81,4.7,1,US
611,Paralia Milatou,1608350790,25.57,35.32,57.2,76,6.93,40,GR
612,Vila Velha,1608350775,-40.29,-20.33,78.8,83,9.17,75,BR
613,Cheyenne,1608350631,-104.82,41.14,19.4,85,9.17,1,US
614,La Paz,1608350583,-68.15,-16.5,39.2,86,2.24,40,BO
615,Gijón,1608350790,-5.66,43.54,55.0,87,3.36,90,ES
616,The Valley,1608350790,-63.06,18.22,79.0,83,9.17,40,AI
617,Ayapel,1608350790,-75.14,8.31,74.7,94,4.21,62,CO
618,Linxia Chengguanzhen,1608350685,103.21,35.6,21.69,82,1.19,99,CN
619,Charters Towers,1608350791,146.27,-20.1,96.73,31,12.71,0,AU
620,Begoro,1608350791,-0.38,6.39,69.78,98,3.78,46,GH
621,Esim,1608350791,-2.24,4.87,77.99,86,6.08,87,GH
622,Grand Gaube,1608350791,57.66,-20.01,80.01,75,8.99,3,MU
623,Alexandria,1608350662,29.96,31.22,55.4,82,2.24,20,EG
624,Anloga,1608350791,0.9,5.79,78.8,94,5.82,20,GH
625,Martapura,1608350792,114.85,-3.42,78.8,94,3.36,40,ID
626,Weligama,1608350792,80.42,5.97,81.25,74,7.67,99,LK
627,Taywarah,1608350792,64.42,33.35,27.0,89,1.92,49,AF
628,Tchibanga,1608350792,11.03,-2.85,71.38,99,2.35,100,GA
629,Yokadouma,1608350792,15.05,3.52,66.11,90,2.46,100,CM
630,Iskateley,1608350792,53.15,67.68,14.99,94,19.8,100,RU
631,Chalchihuites,1608350792,-103.88,23.48,46.27,56,6.8,100,MX
632,Hurghada,1608350792,33.81,27.26,62.6,63,10.29,0,EG
633,Franklin,1608350792,-83.02,39.97,30.99,80,5.82,90,US
634,Remedios,1608350793,-79.55,22.49,71.6,88,6.93,75,CU
635,Farsund,1608350793,6.8,58.09,48.0,97,14.72,100,NO
636,Okahandja,1608350793,16.92,-21.98,70.0,57,2.28,0,NA
637,Tomaszów Lubelski,1608350793,23.42,50.45,30.99,97,2.89,100,PL
638,Henties Bay,1608350794,14.28,-22.12,63.0,90,5.88,93,NA
639,Preobrazheniye,1608350794,133.91,42.9,11.43,73,19.01,0,RU
640,Celendín,1608350794,-78.15,-6.87,54.32,86,2.13,84,PE
641,Sisimiut,1608350736,-53.67,66.94,16.29,95,5.39,100,GL
642,Shetpe,1608350794,52.12,44.17,27.0,98,8.3,82,KZ
643,Caála,1608350794,15.56,-12.85,57.31,79,1.32,93,AO
644,Port Lincoln,1608350794,135.87,-34.73,64.76,53,10.69,3,AU
645,Marfino,1608350794,37.38,55.7,28.4,92,8.95,90,RU
646,Kosh-Agach,1608350794,88.67,50.0,-4.95,82,0.83,0,RU
647,Qaqortoq,1608350795,-46.03,60.72,26.6,73,10.29,100,GL
648,Aswān,1608350795,32.91,24.09,55.54,73,7.94,55,EG
649,Otane,1608350795,176.63,-39.88,68.0,67,8.99,49,NZ
650,Ejura,1608350795,-1.36,7.39,73.9,85,3.91,45,GH
651,Aktas,1608350795,72.96,49.78,12.2,66,17.9,0,KZ
652,Fort Myers Beach,1608350789,-81.95,26.45,55.99,76,9.17,1,US
653,Lake Havasu City,1608350795,-114.32,34.48,57.2,26,10.29,1,US
654,Wau,1608350795,28.0,7.7,64.22,29,4.72,1,SS
655,Urusha,1608350795,122.9,54.05,-6.47,80,2.48,0,RU
656,Belaya Gora,1608350796,146.42,68.53,-19.19,88,0.76,100,RU
657,Yinchuan,1608350796,106.27,38.47,23.43,71,3.65,23,CN
658,Palana,1608350796,159.97,59.12,10.38,97,9.51,48,RU
659,Viranşehir,1608350796,39.76,37.24,42.37,61,4.52,0,TR
660,Teahupoo,1608350796,-149.27,-17.83,82.4,74,11.41,75,PF
661,Óbidos,1608350796,-55.52,-1.92,75.85,92,1.45,100,BR
662,Hambantota,1608350796,81.12,6.12,80.6,88,10.29,20,LK
663,Ejby,1608350796,12.08,55.49,39.99,100,6.93,73,DK
664,Aykhal,1608350796,111.5,66.0,-22.0,74,4.47,90,RU
665,Salinópolis,1608350796,-47.36,-0.61,79.39,83,9.86,98,BR
666,Rodrigues Alves,1608350796,-72.65,-7.74,72.19,94,1.66,98,BR
667,Diego de Almagro,1608350797,-70.05,-26.37,55.51,54,0.09,0,CL
668,Kiruna,1608350797,20.23,67.86,10.4,92,5.82,22,SE
669,Necochea,1608350690,-58.74,-38.55,69.6,63,14.52,98,AR
670,Mananjary,1608350797,48.33,-21.22,78.44,80,6.46,55,MG
671,Iskitim,1608350536,83.3,54.64,19.4,73,20.13,40,RU
672,Najrān,1608350797,44.13,17.49,51.8,53,0.45,0,SA
673,Loreto,1608350797,-101.97,22.27,54.97,41,3.85,99,MX
674,Liberal,1608350797,-100.92,37.04,33.8,86,14.99,20,US
675,Zabid,1608350797,43.32,14.2,76.59,78,7.74,46,YE
676,Avera,1608350798,-82.53,33.19,35.6,73,4.59,1,US
677,Wahiawā,1608350798,-158.02,21.5,80.6,73,6.93,40,US
678,Sampit,1608350798,112.95,-2.53,89.06,56,7.09,100,ID
679,Omboué,1608350798,9.26,-1.57,76.55,88,4.29,98,GA
680,Shimoda,1608350798,138.95,34.67,50.0,57,8.05,75,JP
681,Nyurba,1608350798,118.33,63.28,-15.23,88,2.73,97,RU
682,Gladstone,1608350798,151.25,-23.85,86.0,55,13.87,35,AU
683,Sovetskiy,1608350798,63.58,61.36,2.12,91,6.93,72,RU
684,Shubarkuduk,1608350799,56.49,49.14,13.62,97,7.52,89,KZ
685,Nosivka,1608350799,31.58,50.93,32.7,98,3.87,100,UA
686,Namwala,1608350799,26.44,-15.75,67.14,94,3.69,100,ZM
687,Hamilton,1608350799,-84.53,39.18,33.01,80,10.29,75,US
688,Hakkâri Province,1608350799,44.17,37.58,23.65,71,2.8,0,TR
689,Moroto,1608350799,34.67,2.53,65.19,52,3.51,68,UG
690,Adrar,1608350799,-10.07,20.5,54.93,40,10.58,0,MR
691,Merrill,1608350777,-89.68,45.18,28.99,86,3.36,90,US
692,Nova Floresta,1608350799,-36.2,-6.46,67.01,93,12.77,2,BR
693,Tutóia,1608350799,-42.27,-2.76,80.78,77,13.06,90,BR
694,Medicine Hat,1608350760,-110.67,50.05,35.6,69,17.22,75,CA
695,Inverell,1608350800,151.12,-29.78,84.99,37,1.01,43,AU
696,Krasnyy Kut,1608350800,46.97,50.95,13.55,96,7.18,0,RU
697,Kieta,1608350800,155.63,-6.22,84.85,73,6.85,16,PG
698,Nam Som,1608350800,102.19,17.77,75.99,56,9.17,75,TH
699,Cururupu,1608350800,-44.87,-1.83,76.73,87,3.96,77,BR
700,Mumbai,1608350724,72.85,19.01,80.6,51,5.82,17,IN
701,Yarensk,1608350800,49.09,62.17,3.07,93,3.83,0,RU
702,Antofagasta,1608350629,-70.4,-23.65,64.4,77,10.29,90,CL
703,Chardara,1608350800,67.97,41.25,40.23,68,12.57,100,KZ
704,Longonjo,1608350800,15.25,-12.91,57.54,85,0.78,77,AO
705,Jalu,1608350801,21.55,29.03,52.66,82,7.7,56,LY
706,Verāval,1608350801,70.37,20.9,72.18,47,11.16,0,IN
707,Bairiki Village,1608350801,172.98,1.33,86.0,74,11.41,20,KI
708,Bentiu,1608350801,29.83,9.23,64.51,31,4.14,9,SS
709,Puerto Baquerizo Moreno,1608350801,-89.6,-0.9,70.18,89,7.61,4,EC
